Info 0    [08:37:22.045] Starting TS Server
Info 333  [08:39:05.039] getCompletionsAtPosition: isCompletionListBlocker: 0.027065008878707886
Info 334  [08:39:05.042] getExportInfoMap: cache hit
Info 335  [08:39:05.042] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 1 from cache
Info 336  [08:39:05.042] collectAutoImports: response is complete
Info 337  [08:39:05.043] collectAutoImports: 0.6649219989776611
Info 338  [08:39:05.043] getCompletionData: Semantic work: 3.554859012365341
Info 339  [08:39:05.050] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 7.923523992300034
Info 340  [08:39:05.054] getCompletionData: Get current token: 0.015597015619277954
Info 341  [08:39:05.054] getCompletionData: Is inside comment: 0.03189900517463684
Info 342  [08:39:05.054] getCompletionData: Get previous token: 0.052594006061553955
Info 343  [08:39:05.054] getCompletionsAtPosition: isCompletionListBlocker: 0.01962900161743164
Info 344  [08:39:05.056] getExportInfoMap: cache hit
Info 345  [08:39:05.057] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 1 from cache
Info 346  [08:39:05.057] collectAutoImports: response is complete
Info 347  [08:39:05.057] collectAutoImports: 0.4044399857521057
Info 348  [08:39:05.057] getCompletionData: Semantic work: 2.4273320138454437
Info 349  [08:39:05.065] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 8.259521007537842
Info 350  [08:39:05.069] getCompletionData: Get current token: 0.015494972467422485
Info 351  [08:39:05.069] getCompletionData: Is inside comment: 0.031304001808166504
Info 352  [08:39:05.069] getCompletionData: Get previous token: 0.0529170036315918
Info 353  [08:39:05.069] getCompletionsAtPosition: isCompletionListBlocker: 0.017888009548187256
Info 354  [08:39:05.071] getExportInfoMap: cache hit
Info 355  [08:39:05.072] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 1 from cache
Info 356  [08:39:05.072] collectAutoImports: response is complete
Info 357  [08:39:05.072] collectAutoImports: 0.4080609977245331
Info 358  [08:39:05.072] getCompletionData: Semantic work: 2.390903025865555
Info 359  [08:39:05.080] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 8.813742995262146
Info 360  [08:39:05.085] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 361  [08:39:05.102] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 8 structureChanged: false structureIsReused:: Completely Elapsed: 16.88629099726677ms
Info 362  [08:39:05.102] Different program with same set of files
Info 363  [08:39:05.103] getCompletionData: Get current token: 0.029184997081756592
Info 364  [08:39:05.103] getCompletionData: Is inside comment: 0.058768004179000854
Info 365  [08:39:05.103] getCompletionData: Get previous token: 0.10158500075340271
Info 366  [08:39:05.103] getCompletionsAtPosition: isCompletionListBlocker: 0.020138978958129883
Info 367  [08:39:05.106] getExportInfoMap: cache hit
Info 368  [08:39:05.107] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 1 from cache
Info 369  [08:39:05.107] collectAutoImports: response is complete
Info 370  [08:39:05.107] collectAutoImports: 0.4013090133666992
Info 371  [08:39:05.107] getCompletionData: Semantic work: 3.858583986759186
Info 372  [08:39:05.124] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 16.78302800655365
Info 373  [08:39:05.132] getCompletionData: Get current token: 0.01627001166343689
Info 374  [08:39:05.132] getCompletionData: Is inside comment: 0.033644020557403564
Info 375  [08:39:05.132] getCompletionData: Get previous token: 0.055292993783950806
Info 376  [08:39:05.133] getCompletionsAtPosition: isCompletionListBlocker: 0.01794600486755371
Info 377  [08:39:05.135] getExportInfoMap: cache hit
Info 378  [08:39:05.135] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 1 from cache
Info 379  [08:39:05.135] collectAutoImports: response is complete
Info 380  [08:39:05.135] collectAutoImports: 0.4100699722766876
Info 381  [08:39:05.135] getCompletionData: Semantic work: 2.8210060000419617
Info 382  [08:39:05.156] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 18.983714014291763
Info 383  [08:39:05.164] getCompletionData: Get current token: 0.027747005224227905
Info 384  [08:39:05.164] getCompletionData: Is inside comment: 0.0564500093460083
Info 385  [08:39:05.164] getCompletionData: Get previous token: 0.09470000863075256
Info 386  [08:39:05.164] getCompletionsAtPosition: isCompletionListBlocker: 0.056266993284225464
Info 387  [08:39:05.169] getExportInfoMap: cache hit
Info 388  [08:39:05.170] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 1 from cache
Info 389  [08:39:05.170] collectAutoImports: response is complete
Info 390  [08:39:05.170] collectAutoImports: 0.8516850173473358
Info 391  [08:39:05.170] getCompletionData: Semantic work: 5.762015014886856
Info 392  [08:39:05.189] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 19.06486600637436
Info 393  [08:39:05.194] getCompletionData: Get current token: 0.028281986713409424
Info 394  [08:39:05.195] getCompletionData: Is inside comment: 0.060420989990234375
Info 395  [08:39:05.195] getCompletionData: Get previous token: 0.10088199377059937
Info 396  [08:39:05.195] getCompletionsAtPosition: isCompletionListBlocker: 0.02162700891494751
Info 397  [08:39:05.200] getExportInfoMap: cache hit
Info 398  [08:39:05.201] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 1 from cache
Info 399  [08:39:05.201] collectAutoImports: response is complete
Info 400  [08:39:05.201] collectAutoImports: 0.5711070001125336
Info 401  [08:39:05.201] getCompletionData: Semantic work: 6.493465006351471
Info 402  [08:39:05.214] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 12.770148992538452
Info 403  [08:39:05.219] getCompletionData: Get current token: 0.02790999412536621
Info 404  [08:39:05.219] getCompletionData: Is inside comment: 0.05549001693725586
Info 405  [08:39:05.219] getCompletionData: Get previous token: 0.09755098819732666
Info 406  [08:39:05.219] getCompletionsAtPosition: isCompletionListBlocker: 0.021862000226974487
Info 407  [08:39:05.222] getExportInfoMap: cache hit
Info 408  [08:39:05.223] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 1 from cache
Info 409  [08:39:05.223] collectAutoImports: response is complete
Info 410  [08:39:05.223] collectAutoImports: 0.6039829850196838
Info 411  [08:39:05.223] getCompletionData: Semantic work: 3.432889997959137
Info 412  [08:39:05.235] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 12.279071003198624
Info 413  [08:39:05.240] getCompletionData: Get current token: 0.02542397379875183
Info 414  [08:39:05.240] getCompletionData: Is inside comment: 0.05160000920295715
Info 415  [08:39:05.240] getCompletionData: Get previous token: 0.08644601702690125
Info 416  [08:39:05.240] getCompletionsAtPosition: isCompletionListBlocker: 0.02130100131034851
Info 417  [08:39:05.243] getExportInfoMap: cache hit
Info 418  [08:39:05.243] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 1 from cache
Info 419  [08:39:05.243] collectAutoImports: response is complete
Info 420  [08:39:05.243] collectAutoImports: 0.5707370042800903
Info 421  [08:39:05.243] getCompletionData: Semantic work: 3.5172999799251556
Info 422  [08:39:05.255] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 11.143272995948792
Info 423  [08:39:05.259] getCompletionData: Get current token: 0.07772201299667358
Info 424  [08:39:05.259] getCompletionData: Is inside comment: 0.07855501770973206
Info 425  [08:39:05.259] getCompletionData: Get previous token: 0.20984101295471191
Info 426  [08:39:05.260] getCompletionsAtPosition: isCompletionListBlocker: 0.024401992559432983
Info 427  [08:39:05.262] getExportInfoMap: cache hit
Info 428  [08:39:05.263] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 1 from cache
Info 429  [08:39:05.263] collectAutoImports: response is complete
Info 430  [08:39:05.263] collectAutoImports: 0.6630200147628784
Info 431  [08:39:05.263] getCompletionData: Semantic work: 3.361984997987747
Info 432  [08:39:05.273] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 9.786774009466171
Info 433  [08:39:05.277] getCompletionData: Get current token: 0.029579997062683105
Info 434  [08:39:05.277] getCompletionData: Is inside comment: 0.05756297707557678
Info 435  [08:39:05.277] getCompletionData: Get previous token: 0.09830302000045776
Info 436  [08:39:05.277] getCompletionsAtPosition: isCompletionListBlocker: 0.022877007722854614
Info 437  [08:39:05.280] getExportInfoMap: cache hit
Info 438  [08:39:05.281] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 1 from cache
Info 439  [08:39:05.281] collectAutoImports: response is complete
Info 440  [08:39:05.281] collectAutoImports: 0.6096579730510712
Info 441  [08:39:05.281] getCompletionData: Semantic work: 3.8090769946575165
Info 442  [08:39:05.289] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 8.71857899427414
Info 443  [08:39:05.293] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 444  [08:39:05.315] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 9 structureChanged: false structureIsReused:: Completely Elapsed: 21.553544014692307ms
Info 445  [08:39:05.315] Different program with same set of files
Info 446  [08:39:05.316] getCompletionData: Get current token: 0.029249995946884155
Info 447  [08:39:05.316] getCompletionData: Is inside comment: 0.05684998631477356
Info 448  [08:39:05.316] getCompletionData: Get previous token: 0.10461699962615967
Info 449  [08:39:05.316] getCompletionsAtPosition: isCompletionListBlocker: 0.018898993730545044
Info 450  [08:39:05.319] getExportInfoMap: cache hit
Info 451  [08:39:05.320] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 452  [08:39:05.320] collectAutoImports: response is complete
Info 453  [08:39:05.320] collectAutoImports: 0.5422489941120148
Info 454  [08:39:05.320] getCompletionData: Semantic work: 3.87949600815773
Info 455  [08:39:05.333] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 12.713499009609222
Info 456  [08:39:05.342] getCompletionData: Get current token: 0.03894400596618652
Info 457  [08:39:05.342] getCompletionData: Is inside comment: 0.06697401404380798
Info 458  [08:39:05.342] getCompletionData: Get previous token: 0.09464901685714722
Info 459  [08:39:05.342] getCompletionsAtPosition: isCompletionListBlocker: 0.0407010018825531
Info 460  [08:39:05.345] getExportInfoMap: cache hit
Info 461  [08:39:05.346] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 462  [08:39:05.346] collectAutoImports: response is complete
Info 463  [08:39:05.346] collectAutoImports: 0.49310699105262756
Info 464  [08:39:05.346] getCompletionData: Semantic work: 3.646467000246048
Info 465  [08:39:05.358] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 12.59348401427269
Info 466  [08:39:05.364] getCompletionData: Get current token: 0.02848300337791443
Info 467  [08:39:05.364] getCompletionData: Is inside comment: 0.05345699191093445
Info 468  [08:39:05.364] getCompletionData: Get previous token: 0.089354008436203
Info 469  [08:39:05.364] getCompletionsAtPosition: isCompletionListBlocker: 0.020897001028060913
Info 470  [08:39:05.367] getExportInfoMap: cache hit
Info 471  [08:39:05.368] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 472  [08:39:05.368] collectAutoImports: response is complete
Info 473  [08:39:05.368] collectAutoImports: 0.5411809980869293
Info 474  [08:39:05.368] getCompletionData: Semantic work: 3.5160259902477264
Info 475  [08:39:05.380] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 11.996495991945267
Info 476  [08:39:05.384] getCompletionData: Get current token: 0.02584800124168396
Info 477  [08:39:05.385] getCompletionData: Is inside comment: 0.04958599805831909
Info 478  [08:39:05.385] getCompletionData: Get previous token: 0.08113998174667358
Info 479  [08:39:05.385] getCompletionsAtPosition: isCompletionListBlocker: 0.02140900492668152
Info 480  [08:39:05.388] getExportInfoMap: cache hit
Info 481  [08:39:05.388] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 482  [08:39:05.388] collectAutoImports: response is complete
Info 483  [08:39:05.388] collectAutoImports: 0.4939870238304138
Info 484  [08:39:05.388] getCompletionData: Semantic work: 3.5103610157966614
Info 485  [08:39:05.400] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 11.437557011842728
Info 486  [08:39:05.405] getCompletionData: Get current token: 0.028037995100021362
Info 487  [08:39:05.405] getCompletionData: Is inside comment: 0.05159100890159607
Info 488  [08:39:05.406] getCompletionData: Get previous token: 0.08640101552009583
Info 489  [08:39:05.406] getCompletionsAtPosition: isCompletionListBlocker: 0.020895004272460938
Info 490  [08:39:05.408] getExportInfoMap: cache hit
Info 491  [08:39:05.409] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 492  [08:39:05.409] collectAutoImports: response is complete
Info 493  [08:39:05.409] collectAutoImports: 0.7261280119419098
Info 494  [08:39:05.409] getCompletionData: Semantic work: 3.709775000810623
Info 495  [08:39:05.419] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 9.582347989082336
Info 496  [08:39:05.422] getCompletionData: Get current token: 0.029816001653671265
Info 497  [08:39:05.422] getCompletionData: Is inside comment: 0.05285200476646423
Info 498  [08:39:05.423] getCompletionData: Get previous token: 0.09052199125289917
Info 499  [08:39:05.423] getCompletionsAtPosition: isCompletionListBlocker: 0.021919995546340942
Info 500  [08:39:05.425] getExportInfoMap: cache hit
Info 501  [08:39:05.425] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 502  [08:39:05.425] collectAutoImports: response is complete
Info 503  [08:39:05.425] collectAutoImports: 0.3702770173549652
Info 504  [08:39:05.425] getCompletionData: Semantic work: 2.679163008928299
Info 505  [08:39:05.433] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 7.924938976764679
Info 506  [08:39:05.437] getCompletionData: Get current token: 0.030667006969451904
Info 507  [08:39:05.438] getCompletionData: Is inside comment: 0.050583988428115845
Info 508  [08:39:05.438] getCompletionData: Get previous token: 0.08365800976753235
Info 509  [08:39:05.438] getCompletionsAtPosition: isCompletionListBlocker: 0.02411600947380066
Info 510  [08:39:05.441] getExportInfoMap: cache hit
Info 511  [08:39:05.441] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 512  [08:39:05.442] collectAutoImports: response is complete
Info 513  [08:39:05.442] collectAutoImports: 0.5995509922504425
Info 514  [08:39:05.442] getCompletionData: Semantic work: 3.8255969882011414
Info 515  [08:39:05.455] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 13.060445994138718
Info 516  [08:39:05.473] getCompletionData: Get current token: 0.026627004146575928
Info 517  [08:39:05.473] getCompletionData: Is inside comment: 0.05019000172615051
Info 518  [08:39:05.473] getCompletionData: Get previous token: 0.08455300331115723
Info 519  [08:39:05.473] getCompletionsAtPosition: isCompletionListBlocker: 0.021696001291275024
Info 520  [08:39:05.476] getExportInfoMap: cache hit
Info 521  [08:39:05.477] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 522  [08:39:05.477] collectAutoImports: response is complete
Info 523  [08:39:05.477] collectAutoImports: 0.6132990121841431
Info 524  [08:39:05.477] getCompletionData: Semantic work: 3.7207410037517548
Info 525  [08:39:05.488] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 10.539205014705658
Info 526  [08:39:05.491] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 527  [08:39:05.502] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 10 structureChanged: false structureIsReused:: Completely Elapsed: 10.822029024362564ms
Info 528  [08:39:05.502] Different program with same set of files
Info 529  [08:39:05.502] getCompletionData: Get current token: 0.017102986574172974
Info 530  [08:39:05.502] getCompletionData: Is inside comment: 0.03358599543571472
Info 531  [08:39:05.503] getCompletionData: Get previous token: 0.053447991609573364
Info 532  [08:39:05.503] getCompletionsAtPosition: isCompletionListBlocker: 0.016975998878479004
Info 533  [08:39:05.505] getExportInfoMap: cache hit
Info 534  [08:39:05.505] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 535  [08:39:05.505] collectAutoImports: response is complete
Info 536  [08:39:05.505] collectAutoImports: 0.34786802530288696
Info 537  [08:39:05.505] getCompletionData: Semantic work: 2.7072179913520813
Info 538  [08:39:05.514] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 9.041371017694473
Info 539  [08:39:05.520] getCompletionData: Get current token: 0.01635602116584778
Info 540  [08:39:05.520] getCompletionData: Is inside comment: 0.031210988759994507
Info 541  [08:39:05.520] getCompletionData: Get previous token: 0.049943000078201294
Info 542  [08:39:05.520] getCompletionsAtPosition: isCompletionListBlocker: 0.018361002206802368
Info 543  [08:39:05.522] getExportInfoMap: cache hit
Info 544  [08:39:05.523] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 545  [08:39:05.523] collectAutoImports: response is complete
Info 546  [08:39:05.523] collectAutoImports: 0.33214202523231506
Info 547  [08:39:05.523] getCompletionData: Semantic work: 2.529084026813507
Info 548  [08:39:05.530] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 7.464127987623215
Info 549  [08:39:05.534] getCompletionData: Get current token: 0.029505014419555664
Info 550  [08:39:05.535] getCompletionData: Is inside comment: 0.0377349853515625
Info 551  [08:39:05.535] getCompletionData: Get previous token: 0.049538999795913696
Info 552  [08:39:05.535] getCompletionsAtPosition: isCompletionListBlocker: 0.017132997512817383
Info 553  [08:39:05.537] getExportInfoMap: cache hit
Info 554  [08:39:05.537] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 555  [08:39:05.537] collectAutoImports: response is complete
Info 556  [08:39:05.537] collectAutoImports: 0.3327450156211853
Info 557  [08:39:05.537] getCompletionData: Semantic work: 2.3915799856185913
Info 558  [08:39:05.545] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 7.979425013065338
Info 559  [08:39:05.554] getCompletionData: Get current token: 0.02872997522354126
Info 560  [08:39:05.554] getCompletionData: Is inside comment: 0.08473899960517883
Info 561  [08:39:05.554] getCompletionData: Get previous token: 0.08727499842643738
Info 562  [08:39:05.554] getCompletionsAtPosition: isCompletionListBlocker: 0.024022012948989868
Info 563  [08:39:05.557] getExportInfoMap: cache hit
Info 564  [08:39:05.558] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 565  [08:39:05.558] collectAutoImports: response is complete
Info 566  [08:39:05.558] collectAutoImports: 0.5768930017948151
Info 567  [08:39:05.558] getCompletionData: Semantic work: 3.6847200095653534
Info 568  [08:39:05.570] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 12.122826993465424
Info 569  [08:39:05.577] getCompletionData: Get current token: 0.02597200870513916
Info 570  [08:39:05.577] getCompletionData: Is inside comment: 0.04805099964141846
Info 571  [08:39:05.577] getCompletionData: Get previous token: 0.07832300662994385
Info 572  [08:39:05.577] getCompletionsAtPosition: isCompletionListBlocker: 0.022808998823165894
Info 573  [08:39:05.580] getExportInfoMap: cache hit
Info 574  [08:39:05.581] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 575  [08:39:05.581] collectAutoImports: response is complete
Info 576  [08:39:05.581] collectAutoImports: 0.5508620142936707
Info 577  [08:39:05.581] getCompletionData: Semantic work: 3.5848210155963898
Info 578  [08:39:05.593] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 11.880663007497787
Info 579  [08:39:05.598] getCompletionData: Get current token: 0.027351021766662598
Info 580  [08:39:05.598] getCompletionData: Is inside comment: 0.047685980796813965
Info 581  [08:39:05.598] getCompletionData: Get previous token: 0.07955601811408997
Info 582  [08:39:05.598] getCompletionsAtPosition: isCompletionListBlocker: 0.02064499258995056
Info 583  [08:39:05.601] getExportInfoMap: cache hit
Info 584  [08:39:05.602] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 585  [08:39:05.602] collectAutoImports: response is complete
Info 586  [08:39:05.602] collectAutoImports: 0.5233410000801086
Info 587  [08:39:05.602] getCompletionData: Semantic work: 3.695811003446579
Info 588  [08:39:05.613] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 11.65880399942398
Info 589  [08:39:05.618] getCompletionData: Get current token: 0.024987995624542236
Info 590  [08:39:05.618] getCompletionData: Is inside comment: 0.046945005655288696
Info 591  [08:39:05.618] getCompletionData: Get previous token: 0.07576200366020203
Info 592  [08:39:05.618] getCompletionsAtPosition: isCompletionListBlocker: 0.021135002374649048
Info 593  [08:39:05.621] getExportInfoMap: cache hit
Info 594  [08:39:05.621] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 595  [08:39:05.621] collectAutoImports: response is complete
Info 596  [08:39:05.621] collectAutoImports: 0.47404301166534424
Info 597  [08:39:05.621] getCompletionData: Semantic work: 3.3962239921092987
Info 598  [08:39:05.633] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 11.567609012126923
Info 599  [08:39:05.637] getCompletionData: Get current token: 0.0404990017414093
Info 600  [08:39:05.637] getCompletionData: Is inside comment: 0.04804399609565735
Info 601  [08:39:05.637] getCompletionData: Get previous token: 0.0753839910030365
Info 602  [08:39:05.638] getCompletionsAtPosition: isCompletionListBlocker: 0.021656006574630737
Info 603  [08:39:05.640] getExportInfoMap: cache hit
Info 604  [08:39:05.641] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 605  [08:39:05.641] collectAutoImports: response is complete
Info 606  [08:39:05.641] collectAutoImports: 0.5113349854946136
Info 607  [08:39:05.641] getCompletionData: Semantic work: 3.523018002510071
Info 608  [08:39:05.653] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 11.886904001235962
Info 609  [08:39:05.657] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 610  [08:39:05.676] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 11 structureChanged: false structureIsReused:: Completely Elapsed: 18.792858004570007ms
Info 611  [08:39:05.676] Different program with same set of files
Info 612  [08:39:05.677] getCompletionData: Get current token: 0.026064008474349976
Info 613  [08:39:05.677] getCompletionData: Is inside comment: 0.07396697998046875
Info 614  [08:39:05.677] getCompletionData: Get previous token: 0.09274998307228088
Info 615  [08:39:05.677] getCompletionsAtPosition: isCompletionListBlocker: 0.02079901099205017
Info 616  [08:39:05.681] getExportInfoMap: cache hit
Info 617  [08:39:05.682] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 618  [08:39:05.682] collectAutoImports: response is complete
Info 619  [08:39:05.682] collectAutoImports: 0.5754910111427307
Info 620  [08:39:05.682] getCompletionData: Semantic work: 4.195251017808914
Info 621  [08:39:05.698] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 16.101606994867325
Info 622  [08:39:05.705] getCompletionData: Get current token: 0.0243380069732666
Info 623  [08:39:05.705] getCompletionData: Is inside comment: 0.04193800687789917
Info 624  [08:39:05.705] getCompletionData: Get previous token: 0.06871101260185242
Info 625  [08:39:05.705] getCompletionsAtPosition: isCompletionListBlocker: 0.021782994270324707
Info 626  [08:39:05.708] getExportInfoMap: cache hit
Info 627  [08:39:05.709] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 628  [08:39:05.709] collectAutoImports: response is complete
Info 629  [08:39:05.709] collectAutoImports: 0.5841729938983917
Info 630  [08:39:05.709] getCompletionData: Semantic work: 3.7902970016002655
Info 631  [08:39:05.722] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 12.680140018463135
Info 632  [08:39:05.727] getCompletionData: Get current token: 0.02878701686859131
Info 633  [08:39:05.727] getCompletionData: Is inside comment: 0.055022984743118286
Info 634  [08:39:05.727] getCompletionData: Get previous token: 0.09406900405883789
Info 635  [08:39:05.727] getCompletionsAtPosition: isCompletionListBlocker: 0.02257201075553894
Info 636  [08:39:05.730] getExportInfoMap: cache hit
Info 637  [08:39:05.731] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 638  [08:39:05.731] collectAutoImports: response is complete
Info 639  [08:39:05.731] collectAutoImports: 0.6055789887905121
Info 640  [08:39:05.731] getCompletionData: Semantic work: 3.986154019832611
Info 641  [08:39:05.744] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 13.011781990528107
Info 642  [08:39:05.749] getCompletionData: Get current token: 0.028227001428604126
Info 643  [08:39:05.749] getCompletionData: Is inside comment: 0.051836997270584106
Info 644  [08:39:05.749] getCompletionData: Get previous token: 0.08494499325752258
Info 645  [08:39:05.749] getCompletionsAtPosition: isCompletionListBlocker: 0.021156996488571167
Info 646  [08:39:05.753] getExportInfoMap: cache hit
Info 647  [08:39:05.754] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 648  [08:39:05.754] collectAutoImports: response is complete
Info 649  [08:39:05.755] collectAutoImports: 1.3674049973487854
Info 650  [08:39:05.755] getCompletionData: Semantic work: 5.1827200055122375
Info 651  [08:39:05.773] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 18.554981976747513
Info 652  [08:39:05.778] getCompletionData: Get current token: 0.025176018476486206
Info 653  [08:39:05.778] getCompletionData: Is inside comment: 0.053512006998062134
Info 654  [08:39:05.778] getCompletionData: Get previous token: 0.09013798832893372
Info 655  [08:39:05.778] getCompletionsAtPosition: isCompletionListBlocker: 0.034491002559661865
Info 656  [08:39:05.781] getExportInfoMap: cache hit
Info 657  [08:39:05.781] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 658  [08:39:05.781] collectAutoImports: response is complete
Info 659  [08:39:05.781] collectAutoImports: 0.5130810141563416
Info 660  [08:39:05.782] getCompletionData: Semantic work: 3.264701008796692
Info 661  [08:39:05.789] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 7.582801014184952
Info 662  [08:39:05.793] getCompletionData: Get current token: 0.027877002954483032
Info 663  [08:39:05.793] getCompletionData: Is inside comment: 0.05166599154472351
Info 664  [08:39:05.793] getCompletionData: Get previous token: 0.09154397249221802
Info 665  [08:39:05.793] getCompletionsAtPosition: isCompletionListBlocker: 0.028430014848709106
Info 666  [08:39:05.796] getExportInfoMap: cache hit
Info 667  [08:39:05.797] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 668  [08:39:05.797] collectAutoImports: response is complete
Info 669  [08:39:05.797] collectAutoImports: 0.5511409938335419
Info 670  [08:39:05.797] getCompletionData: Semantic work: 3.7382649779319763
Info 671  [08:39:05.812] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 15.001460999250412
Info 672  [08:39:05.819] getCompletionData: Get current token: 0.02789202332496643
Info 673  [08:39:05.819] getCompletionData: Is inside comment: 0.053070008754730225
Info 674  [08:39:05.820] getCompletionData: Get previous token: 0.08873701095581055
Info 675  [08:39:05.820] getCompletionsAtPosition: isCompletionListBlocker: 0.02215898036956787
Info 676  [08:39:05.823] getExportInfoMap: cache hit
Info 677  [08:39:05.823] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 678  [08:39:05.823] collectAutoImports: response is complete
Info 679  [08:39:05.823] collectAutoImports: 0.5523410141468048
Info 680  [08:39:05.823] getCompletionData: Semantic work: 3.6347479820251465
Info 681  [08:39:05.836] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 13.03431898355484
Info 682  [08:39:05.842] getCompletionData: Get current token: 0.0891599953174591
Info 683  [08:39:05.842] getCompletionData: Is inside comment: 0.06023597717285156
Info 684  [08:39:05.843] getCompletionData: Get previous token: 0.08893799781799316
Info 685  [08:39:05.843] getCompletionsAtPosition: isCompletionListBlocker: 0.033843010663986206
Info 686  [08:39:05.845] getExportInfoMap: cache hit
Info 687  [08:39:05.846] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 688  [08:39:05.846] collectAutoImports: response is complete
Info 689  [08:39:05.846] collectAutoImports: 0.568492978811264
Info 690  [08:39:05.846] getCompletionData: Semantic work: 3.633534997701645
Info 691  [08:39:05.860] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 13.366874009370804
Info 692  [08:39:05.864] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
